	extended_tweet.full_text	retweet_count	user.screen_name	user.verified	user.followers_count	entities.hashtags	created_at	favorite_count
83	@MayorAdler We’re a non-profit  educating Spanish-speaking kids &amp; parents to give them a successful future. Each donation will speak volumes to help us reach our $20K goal, funding 1 year of education for 10 kids. Please donate or give us a RT! https://t.co/PQLEvfwq7P #AmplifyATX https://t.co/boUeIsgflK	0	TodosJuntosLC	False	151	[]	Thu Feb 28 21:45:00 +0000 2019	1
84	We're picking up the tab for two hours each Friday in March! Come check it out and while you’re there, pay it forward! We’ll donate $5 to @FoodBankLincoln ​ for every selfie taken at the location tagged with #LRCLiving. Check here for location announcements Thursday nights! https://t.co/sjH7kkyxkb	3	LRCLiving	False	118	[]	Wed Feb 27 20:29:16 +0000 2019	2
85	"@CryptoJeans @humoalex Please donate to  #KsumNole .
All donations will fund our token. As our token will gain value we can help more people giving better life circumstances in every way possible.
@KsumnoleO ,@LaTT82 @TrueJovial"	2	Jos_OldeHeuvelt	False	596	[{'text': 'KsumNole', 'indices': [41, 50]}]	Thu Feb 28 18:20:47 +0000 2019	2
86	"Excited to announce ComicBook Debate is hosting a Superhero Toy Event at NewYork-Presbyterian Children's Hospital

With your donations, we will be able to buy DC &amp; Marvel toys for every child at the hospital
Please DONATE &amp; SHARE to help us reach out goal!
https://t.co/kqvY9g6c9z"	101	ComicBookDebate	False	12146	[]	Wed Feb 27 19:19:39 +0000 2019	137
87	"Dominic, the father and basketball coach of the little boy in the car crash, is still fighting for his life and in a coma.  

When he wakes up he will learn his precious son Jeremiah has passed away.  Please donate if you are able.  Just 5 bucks each, we can help a lot! https://t.co/QgSn8QoUPH"	1	aprildeming	False	2760	[]	Thu Feb 28 20:12:01 +0000 2019	1
88	RT @BuschBeer: To celebrate America’s farmers we will donate $5 for every retweet to a great organization, @FarmRescueOrg. Join us in suppo…	0	svendavison	False	183	[]	Thu Feb 28 20:58:09 +0000 2019	0
89	We're a few weeks away from an unforgettable night for an inspiring cause! Don't miss #CheersforCHOP on March 2 at @FillmorePhilly. Buy tickets or donate at https://t.co/UCumtGNdaB. Every dollar raised will fuel the fight against brain tumors. #ForBreakthroughs @montelljordan https://t.co/k7qnjh5hWk	3	ChildrensPhila	False	45206	[{'text': 'CheersforCHOP', 'indices': [86, 100]}]	Mon Feb 18 14:00:01 +0000 2019	5
90	"We just loved partnering with @VitalantIL for our last blood drive of the year. Their dedicated staff, and our selfless students made a great combination. 

Each donation will save up to 3 lives. This is truly our #MortonPride @MEastActivities #blooddrive #donate #SaveLives ❤️ https://t.co/bv2KSNia8J"	3	eastsnowball17	False	102	[]	Wed Feb 27 23:31:21 +0000 2019	14
91	In our race to raise more than last February, you’ve stepped to the challenge. We have $22,720 to raise before 11:59 p.m. today. We can’t do it without you, and we appreciate every dollar donated. Will you join the 200+ ACHA supporters and donate today? https://t.co/RdhztMq9ds https://t.co/WW5yrbKp2o	3	ACHA_Heart	False	3882	[]	Thu Feb 28 19:40:54 +0000 2019	4
92	BREAKING: 538 said Nevada’s Senate race is the closest in the entire country. If we LOSE here to Trump-backed Dean Heller, we’ll LOSE our chance to take back the Senate! We’re counting on you. Please, chip in NOW to help us win – every dollar will be DOUBLED! Donate NOW &gt;&gt;	3284	RosenforNevada	True	36816	[]	Fri Oct 19 21:47:46 +0000 2018	4925
93	BREAKING: 538 said Nevada’s Senate race is the closest in the entire country. If we LOSE here to Trump-backed Dean Heller, we’ll LOSE our chance to take back the Senate! We’re counting on you. Please, chip in NOW to help us win – every dollar will be DOUBLED! Donate NOW &gt;&gt;	10991	RosenforNevada	True	36816	[]	Fri Oct 19 21:02:54 +0000 2018	15701
94	BREAKING: 538 said Nevada’s Senate race is the closest in the entire country. If we LOSE here to Trump-backed Dean Heller, we’ll LOSE our chance to take back the Senate! We’re counting on you. Please, chip in NOW to help us win – every dollar will be DOUBLED! Donate NOW &gt;&gt;	2607	RosenforNevada	True	36816	[]	Fri Oct 19 21:03:02 +0000 2018	3481
95	BREAKING: A new poll shows Dems DOWN by 2 in Nevada – and POLITICO says we have “almost no shot” to take back the Senate if we lose. Donate now to flip Nevada blue so we can take back the Senate for Dems – every dollar will be DOUBLED! Donate NOW &gt;&gt;	1444	RosenforNevada	True	36816	[]	Fri Oct 19 21:01:40 +0000 2018	1675
96	Let’s use the new 🦟 emoji to help fight 👊 against a deadly disease. For every RT, we’ll donate $10 to @NothingButNets to provide critical malaria protection, such as bed nets, to vulnerable families worldwide. Help us reach our goal of 2,500 nets! #mosquitoemoji #endmalaria https://t.co/bvdZcIs4eO	820	Terminix	False	24302	[]	Tue Oct 30 17:36:59 +0000 2018	521
97	"Put your hands together for arts educators! 👏👏 RT this or share a story using #EmpireStarGivesBack and we'll donate $2 for every post, up to $50k, to support @kencen programs like @TurnaroundArts. 

See https://t.co/n4tkh1JcYO for full terms &amp; conditions. #STAR #Empire. #Promo. https://t.co/LSY2OqCGuL"	70	STAR	True	108799	[{'text': 'EmpireStarGivesBack', 'indices': [78, 98]}]	Wed Oct 31 19:00:01 +0000 2018	133
98	BREAKING: A new poll shows Dems DOWN by 2 in Nevada – and POLITICO says we have “almost no shot” to take back the Senate if we lose. Donate now to flip Nevada blue so we can take back the Senate for Dems – every dollar will be DOUBLED! Donate NOW &gt;&gt;	857	RosenforNevada	True	36816	[]	Fri Oct 19 21:02:06 +0000 2018	981
99	Today's the LAST day to tweet pics of your pets with the hashtag #SNELovesPets.  So do it up, friends - we'll retweet you and @SubaruOfNewEng will donate $5 for every hashtag to animal welfare charities! #Halloween #pets #animals https://t.co/11gbVdHFnG	10	MspcaAngell	False	8815	[{'text': 'SNELovesPets', 'indices': [65, 78]}]	Wed Oct 31 19:12:53 +0000 2018	34
100	"Hey #USF fam,
Very disappointed here.  I know in the world of 24 hour news cycles we forget stuff really quick, but take a moment and donate!  

I will donate $0.25 for every retweet and match the next $0.25 for every dollar up to $200. https://t.co/cZFkwvvuSn"	181	USF_HotTakes	False	212	[{'text': 'USF', 'indices': [4, 8]}]	Tue Oct 30 13:48:37 +0000 2018	66
101	BREAKING: 538 said Nevada’s Senate race is the closest in the entire country. If we LOSE here to Trump-backed Dean Heller, we’ll LOSE our chance to take back the Senate! We’re counting on you. Please, chip in NOW to help us win – every dollar will be DOUBLED! Donate NOW &gt;&gt;	7583	RosenforNevada	True	36816	[]	Fri Oct 19 21:03:20 +0000 2018	10842
102	BREAKING: A new poll shows Dems DOWN by 2 in Nevada – and POLITICO says we have “almost no shot” to take back the Senate if we lose. Donate now to flip Nevada blue so we can take back the Senate for Dems – every dollar will be DOUBLED! Donate NOW &gt;&gt;	1081	RosenforNevada	True	36816	[]	Fri Oct 19 21:01:34 +0000 2018	1338
103	BREAKING: A new poll shows Dems DOWN by 2 in Nevada – and POLITICO says we have “almost no shot” to take back the Senate if we lose. Donate now to flip Nevada blue so we can take back the Senate for Dems – every dollar will be DOUBLED! Donate NOW &gt;&gt;	1189	RosenforNevada	True	36816	[]	Fri Oct 19 21:47:36 +0000 2018	1332
104	We're teaming up with Feeding America to donate up to 1,000 meals from the personal finance community. Please Retweet, and we'll donate a meal for every 2 new Twitter followers! https://t.co/BwTRJfarmf	4	themoneymix	False	3678	[]	Wed Oct 31 02:00:27 +0000 2018	4
105	BREAKING: A new poll shows Dems DOWN by 2 in Nevada – and POLITICO says we have “almost no shot” to take back the Senate if we lose. Donate now to flip Nevada blue so we can take back the Senate for Dems – every dollar will be DOUBLED! Donate NOW &gt;&gt;	2884	RosenforNevada	True	36816	[]	Fri Oct 19 21:01:27 +0000 2018	3283
106	BREAKING: 538 said Nevada’s Senate race is the closest in the entire country. If we LOSE here to Trump-backed Dean Heller, we’ll LOSE our chance to take back the Senate! We’re counting on you. Please, chip in NOW to help us win – every dollar will be DOUBLED! Donate NOW &gt;&gt;	650	RosenforNevada	True	36816	[]	Fri Oct 19 21:03:12 +0000 2018	856
107	"Cookie and Carlotta need you! Thank an art educator by using #EmpireStarGivesBack or RTing this. We’ll donate $2 for every post, up to $50k, to support @kencen programs like @TurnaroundArts.

#Promo See https://t.co/znVauhnkVQ for full terms &amp; conditions. #Empire⁠ #STAR https://t.co/MLUiJAsTKU"	214	EmpireFOX	True	1484717	[{'text': 'EmpireStarGivesBack', 'indices': [61, 81]}]	Fri Oct 19 19:00:00 +0000 2018	413
108	"We will be donating $3 from every sale of HUM to the Galloway Suit Defense Fund throughout November. 
HUM, @supernasst’s debut novella with us, is a gorgeous &amp; painful story about surviving sexual assault.
DONATE DIRECTLY https://t.co/UINyexhCb5
ORDER HUM https://t.co/QwNS7N7lac https://t.co/mupdiCpv9z"	53	metatronpress	False	3821	[]	Wed Oct 31 21:33:37 +0000 2018	106
109	"Announcing ALMA's next fund! Support women throughout their careers. We're proud to support the work of @EqualRightsAdv @AnitaB_org @PaidLeaveUS and @GirlsWhoCode. We'll donate $1 up to $1000 for every retweet!

https://t.co/qOBOXPtUny"	82	GiveWithAlma	False	2259	[]	Mon Sep 24 18:18:44 +0000 2018	163
110	today on @UnrelatablePod, we diagnosed @LoboExplosivo irreversible oral sensory nerve damage. for every tweet containing the hashtag #prayforcollinstastebuds or #duddystastebuddys we will donate 1 roast @ Collin to correct this putrid and incomprehensible take on @Skittles https://t.co/Vi1F9Xr75v	1	peachquintana	False	1765	[]	Wed Oct 31 20:43:45 +0000 2018	24
111	Tomorrow, on Nov 1, we celebrate our 95th #birthday and we'll share images about our work. For each image posted during the day with #Finnair95, we donate 1€ to UNICEF’s Schools for Asia. Join us! Share your #travelmemory with #Finnair95 &amp; support children’s education in Asia. https://t.co/6B5NWqKzPG	26	Finnair	True	100588	[{'text': 'birthday', 'indices': [42, 51]}]	Wed Oct 31 18:50:02 +0000 2018	104
112	BREAKING: A new poll shows Dems DOWN by 2 in Nevada – and POLITICO says we have “almost no shot” to take back the Senate if we lose. Donate now to flip Nevada blue so we can take back the Senate for Dems – every dollar will be DOUBLED! Donate NOW &gt;&gt;	2884	RosenforNevada	True	36816	[]	Fri Oct 19 21:01:27 +0000 2018	3284
113	On Friday after Crown Jewel, we'll be recording a special live POST show with guests discussing the event, WWE's involvement with KSA and the death of Jamal Khashoggi. @POSTwrestling will donate $5 for every minute of the podcast to @pressfreedom. INFO: https://t.co/UgQBkyArok	29	POSTwrestling	False	5540	[]	Wed Oct 31 06:32:43 +0000 2018	65
114	We're excited to cheer on the @WhitecapsFC because every 'Caps corner kick means @McMillanLLP will donate $100 to United Way! https://t.co/B29TO3HbOx	3	UWLM	False	6241	[]	Fri Aug 31 23:55:04 +0000 2018	4
115	Follow Us Today to Help Us Give Back! We Are Giving $1 to Charity for Every New Follower to @FedResourcesCo &amp; our LinkedIn (https://t.co/uhiaoeCze2), now - Sep. 30th. We’ll then take the total &amp; donate that # in $$ to @TMFoundation &amp; local #EriePA nonprofits as our THANK YOU! https://t.co/fzWSy86vFj	2	FedResourcesCo	False	85	[]	Fri Aug 31 20:05:57 +0000 2018	2
116	If 50 people donate $20 each, we can provide 10 at-risk children in #Harlem with a FULL YEAR of after-school programs that include a hot meal, homework help, and lessons and activities that enable them to develop successful literacy skills. Will you help? https://t.co/1clOJUBJNS https://t.co/5tSAbFMdxO	2	WorldofChildren	False	6991	[{'text': 'Harlem', 'indices': [68, 75]}]	Thu Aug 30 21:56:06 +0000 2018	5
117	We are partnering with Shelters to Shutters this year for our Trinity Together Program! For every dollar that you donate, we will match it to help those who are situationally homeless with housing &amp; employment. Donate today and help us change lives. https://t.co/qZd97AfdGH	1	SocialStdmWalk	False	20	[]	Fri Aug 31 22:06:13 +0000 2018	0
118	"Please join our cause and donate below. No child should experience this and we will fight this with every beat of our hearts and every pedal stroke of our bikes. Pab💕 to you all!
https://t.co/bkucfodb67"	3	blairherter	True	56679	[]	Fri Aug 31 22:23:12 +0000 2018	19
119	Give back this back to school season with AVERY Canada's #AveryGivesBack Campaign! For every eligible binder purchased at Staples, AVERY will donate a binder to a student in need! AD: We also have 7 great AVERY Prize Packs to giveaway: https://t.co/HQyyZNt8C2 https://t.co/qjVreZ1r3v	56	MommyMomentBlog	False	48976	[{'text': 'AveryGivesBack', 'indices': [57, 72]}]	Tue Aug 28 15:22:36 +0000 2018	19
120	Ready to buy Fair tix and help two county school systems at the same time?? Click through for the Tools for Schools program! @WCPSS and Edgecombe County Public Schools both have codes you can enter and we'll donate for every admission ticket sold! Buy now: https://t.co/fJvkmR2TIi https://t.co/xl0EHwiuw3	15	NCStateFair	False	21358	[]	Fri Aug 31 17:50:16 +0000 2018	19
121	RT this post (or share your own) to help us raise money for @Rethink_ – we'll donate £1 for each post with the campaign hashtag #RedexHealthCheck https://t.co/NO2PhuYjny https://t.co/FvxfV1c23m	93	RedexAdditives	False	880	[]	Fri Jul 06 12:22:45 +0000 2018	60
122	"AUSTIN, TX—@bumble Will Donate $50 To @WomenforWomen For Every Tweet With #bumblegivesback And @BTS_twt’s ARMY Will Obviously Participate

“Once again, we should rise to the occcasion,” says a local ARMY, “this is an amazing cause that doesn’t take much effort. Please tweet!”"	813	TheOnionBTS	False	14571	[{'text': 'bumblegivesback', 'indices': [74, 90]}]	Wed Aug 29 14:47:20 +0000 2018	681
123	"We're partnering with @PearlJam to address the crisis of homelessness in Seattle &amp; we need your help. Now through August 19th, for every $1 you donate, the Starbucks Foundation will donate $2.
 
If we band together, we can solve this problem. #TheHomeShows https://t.co/Te1mpsPZl1 https://t.co/330KOiDsua"	116	starbucksmusic	True	4278	[]	Fri Aug 10 20:23:01 +0000 2018	382
124	September is Leukodystrophy Awareness Month. For the month of September The Insurance Place Agency, LLC will donate $5 for every quote we do New York State only to @_pmdfoundation https://t.co/e2jikXLHDb	2	TIPagencyNY	False	17	[]	Fri Aug 31 21:53:30 +0000 2018	4
125	"Thank you for all your donations so far ✨ We will be revealing our finalized project VERY soon!

Please continue to spread the word and donate - we have very little time to turn this project into a reality and every little helps.

https://t.co/NtQcHJngMK https://t.co/o3NDhwABrM"	120	NYCNightSky	False	2292	[]	Fri Aug 31 01:51:27 +0000 2018	318
126	I’ll be going live today on https://t.co/nzNQNdS6cl we need to continue playing madden and spreading positivity. It’s what spot and true would’ve wanted. Any donations will be donated to the gofundme for them. For every sub I’ll donate $10 to the gofundme as well. #WeAreMadden	50	Jokeeee_	True	9560	[]	Wed Aug 29 16:03:19 +0000 2018	113
127	I’m running for Senate to make sure every Arizonan gets his or her shot at the American Dream. We know the battle ahead will be hard. But with stakes this high, the fight is worth it. Can you chip in now to help us win? #AZSen #AZPrimary https://t.co/1rO0Uiv4A4	156	kyrstensinema	True	123192	[]	Wed Aug 29 03:40:52 +0000 2018	416
128	"In honor of Bob, our neighborhood Frat Cat, we will make a donation to the Kansas Humane Society! For every RT this gets we will donate $1 and for every like, 10¢.

We are also selling these shirts for $20, and 100% of the proceeds will be going to the KHS! DM to order! https://t.co/W3aukeNaj6"	871	WSU_SAE	False	1657	[]	Mon Aug 13 17:00:30 +0000 2018	1625
